,latitude,longitude,erro
153,-90.0,-27.0,2.031758607467023
154,-90.0,-26.0,2.040914069787839
155,-90.0,-25.0,2.0494829271976474
156,-90.0,-24.0,2.057457369731454
157,-90.0,-23.0,2.0648302142919612
158,-90.0,-22.0,2.0715949105376095
159,-90.0,-21.0,2.0777455465861268
160,-90.0,-20.0,2.083276854526403
161,-90.0,-19.0,2.08818421573037
162,-90.0,-18.0,2.0924636659555182
163,-90.0,-17.0,2.0961119002275432
164,-90.0,-16.0,2.099126277491546
165,-90.0,-15.0,2.1015048250190964
166,-90.0,-14.0,2.1032462425573493
167,-90.0,-13.0,2.104349906205405
168,-90.0,-12.0,2.1048158720018835
169,-90.0,-11.0,2.1046448792067256
170,-90.0,-10.0,2.103838353259133
171,-90.0,-9.0,2.102398408392505
172,-90.0,-8.0,2.100327849886214
173,-90.0,-7.0,2.097630175933068
174,-90.0,-6.0,2.09430957910033
175,-90.0,-5.0,2.090370947361201
176,-90.0,-4.0,2.0858198646727972
177,-90.0,-3.0,2.0806626110757405
178,-90.0,-2.0,2.074906162289681
179,-90.0,-1.0,2.0685581887783058
180,-90.0,0.0,2.0616270542565784
181,-90.0,1.0,2.0541218136124266
182,-90.0,2.0,2.046052210214359
183,-90.0,3.0,2.037428672576053
184,-90.0,4.0,2.0282623103484094
185,-90.0,5.0,2.0185649096093616
186,-90.0,6.0,2.008348927421229
187,-90.0,7.0,1.9976274856253884
188,-90.0,8.0,1.986414363843896
189,-90.0,9.0,1.9747239916576935
190,-90.0,10.0,1.9625714399312153
191,-90.0,11.0,1.9499724112534715
192,-90.0,12.0,1.9369432294660343
193,-90.0,13.0,1.9235008282489574
194,-90.0,14.0,1.9096627387363068
195,-90.0,15.0,1.8954470761337565
196,-90.0,16.0,1.8808725253117562
197,-90.0,17.0,1.8659583253489074
198,-90.0,18.0,1.850724253001497
199,-90.0,19.0,1.835190605076571
200,-90.0,20.0,1.8193781796877286
201,-90.0,21.0,1.8033082563745113
202,-90.0,22.0,1.7870025750684926
203,-90.0,23.0,1.7704833138912146
204,-90.0,24.0,1.753773065771716
205,-90.0,25.0,1.7368948138739244
206,-90.0,26.0,1.7198719058270757
207,-90.0,27.0,1.7027280267553613
208,-90.0,28.0,1.6854871711061392
209,-90.0,29.0,1.6681736132796716
210,-90.0,30.0,1.650811877066788
211,-90.0,31.0,1.6334267039048034
212,-90.0,32.0,1.616043019966061
213,-90.0,33.0,1.5986859020975743
214,-90.0,34.0,1.581380542634718
215,-90.0,35.0,1.5641522131163978
216,-90.0,36.0,1.5470262269338932
217,-90.0,37.0,1.530027900950356
218,-90.0,38.0,1.5131825161329648
219,-90.0,39.0,1.496515277244874
220,-90.0,40.0,1.48005127164925
221,-90.0,41.0,1.4638154272830213
222,-90.0,42.0,1.4478324698632663
223,-90.0,43.0,1.432126879394752
224,-90.0,44.0,1.4167228460522727
225,-90.0,45.0,1.4016442255171886
226,-90.0,46.0,1.3869144938527629
227,-90.0,47.0,1.3725567020082863
228,-90.0,48.0,1.3585934300473657
229,-90.0,49.0,1.3450467412007743
230,-90.0,50.0,1.3319381358494016
231,-90.0,51.0,1.319288505547666
232,-90.0,52.0,1.3071180872023542
233,-90.0,53.0,1.2954464175264138
234,-90.0,54.0,1.2842922878912266
235,-90.0,55.0,1.2736736997048785
236,-90.0,56.0,1.2636078204473378
237,-90.0,57.0,1.2541109404967268
238,-90.0,58.0,1.245198430883542
239,-90.0,59.0,1.2368847021120029
240,-90.0,60.0,1.2291831641895847
241,-90.0,61.0,1.222106188007112
242,-90.0,62.0,1.2156650682126502
243,-90.0,63.0,1.2098699877226378
244,-90.0,64.0,1.204729984013462
245,-90.0,65.0,1.200252917335703
246,-90.0,66.0,1.1964454409917626
247,-90.0,67.0,1.1933129738153825
248,-90.0,68.0,1.1908596749887073
249,-90.0,69.0,1.1890884213290394
250,-90.0,70.0,1.1880007871731786
251,-90.0,71.0,1.1875970269823992
252,-90.0,72.0,1.1878760607854633
253,-90.0,73.0,1.1888354625708355
254,-90.0,74.0,1.1904714517322923
255,-90.0,75.0,1.192778887664456
256,-90.0,76.0,1.1957512675965358
257,-90.0,77.0,1.1993807277436075
258,-90.0,78.0,1.2036580478452392
259,-90.0,79.0,1.2085726591511354
260,-90.0,80.0,1.2141126559028197
261,-90.0,81.0,1.2202648103492035
262,-90.0,82.0,1.227014591322201
263,-90.0,83.0,1.2343461863865541
264,-90.0,84.0,1.2422425275655151
265,-90.0,85.0,1.2506853206313457
266,-90.0,86.0,1.2596550779365574
267,-90.0,87.0,1.2691311547485846
268,-90.0,88.0,1.2790917890373217
269,-90.0,89.0,1.2895141446514644
270,-90.0,90.0,1.3003743578062843
271,-90.0,91.0,1.311647586792095
272,-90.0,92.0,1.323308064799521
273,-90.0,93.0,1.335329155744746
274,-90.0,94.0,1.3476834129652435
275,-90.0,95.0,1.3603426406442238
276,-90.0,96.0,1.373277957810197
277,-90.0,97.0,1.3864598647466986
278,-90.0,98.0,1.3998583116364904
279,-90.0,99.0,1.413442769254442
280,-90.0,100.0,1.4271823015138885
281,-90.0,101.0,1.44104563966265
282,-90.0,102.0,1.4550012579170795
283,-90.0,103.0,1.4690174503155948
284,-90.0,104.0,1.4830624085671378
285,-90.0,105.0,1.4971043006649596
286,-90.0,106.0,1.511111350032115
287,-90.0,107.0,1.5250519149620028
288,-90.0,108.0,1.538894568115372
289,-90.0,109.0,1.5526081758342867
290,-90.0,110.0,1.5661619770337665
291,-90.0,111.0,1.5795256614330742
292,-90.0,112.0,1.59266944689098
293,-90.0,113.0,1.6055641556127578
294,-90.0,114.0,1.6181812890011482
295,-90.0,115.0,1.630493100929008
296,-90.0,116.0,1.6424726692178937
297,-90.0,117.0,1.6540939651142585
298,-90.0,118.0,1.6653319205633683
299,-90.0,119.0,1.6761624930902213
300,-90.0,120.0,1.6865627281069193
301,-90.0,121.0,1.6965108184766808
302,-90.0,122.0,1.705986161176258
303,-90.0,123.0,1.7149694109106508
304,-90.0,124.0,1.723442530546735
305,-90.0,125.0,1.731388838245606
306,-90.0,126.0,1.7387930511870289
307,-90.0,127.0,1.7456413257933694
308,-90.0,128.0,1.7519212943745013
309,-90.0,129.0,1.7576220981296065
310,-90.0,130.0,1.7627344164562269
311,-90.0,131.0,1.7672504925313754
312,-90.0,132.0,1.7711641551439592
313,-90.0,133.0,1.774470836772046
314,-90.0,134.0,1.777167587912544
315,-90.0,135.0,1.7792530876846588
316,-90.0,136.0,1.7807276507419687
317,-90.0,137.0,1.7815932305409234
318,-90.0,138.0,1.781853419026137
319,-90.0,139.0,1.7815134428048855
320,-90.0,140.0,1.780580155894645
321,-90.0,141.0,1.7790620291382933
322,-90.0,142.0,1.7769691363917473
323,-90.0,143.0,1.7743131375982617
324,-90.0,144.0,1.7711072588722543
325,-90.0,145.0,1.767366269723499
326,-90.0,146.0,1.7631064575596327
327,-90.0,147.0,1.7583455996112778
328,-90.0,148.0,1.753102932429618
329,-90.0,149.0,1.7473991191109568
330,-90.0,150.0,1.741256214406714
331,-90.0,151.0,1.7346976278803752
332,-90.0,152.0,1.7277480852752285
333,-90.0,153.0,1.7204335882581974
334,-90.0,154.0,1.7127813727058347
335,-90.0,155.0,1.7048198656985227
336,-90.0,156.0,1.6965786413881656
337,-90.0,157.0,1.6880883759033225
338,-90.0,158.0,1.679380801453518
339,-90.0,159.0,1.6704886597918907
340,-90.0,160.0,1.6614456551919639
341,-90.0,161.0,1.6522864070904935
342,-90.0,162.0,1.643046402544036
343,-90.0,163.0,1.633761948641986
344,-90.0,164.0,1.6244701250136588
345,-90.0,165.0,1.6152087365613224
346,-90.0,166.0,1.6060162665450939
347,-90.0,167.0,1.5969318301394255
348,-90.0,168.0,1.5879951285742788
349,-90.0,169.0,1.579246403967423
350,-90.0,170.0,1.5707263949473846
351,-90.0,171.0,1.5624762931594696
352,-90.0,172.0,1.5545377007402383
353,-90.0,173.0,1.5469525888385487
354,-90.0,174.0,1.5397632572541322
355,-90.0,175.0,1.5330122952574219
356,-90.0,176.0,1.5267425436472577
357,-90.0,177.0,1.52099705809597
358,-90.0,178.0,1.515819073824419
359,-90.0,179.0,1.5112519716427013
360,-90.0,180.0,1.5073392453855576
361,-89.0,-180.0,1.2214183759051602
362,-89.0,-179.0,1.3130383072664293
363,-89.0,-178.0,1.3980802675275863
364,-89.0,-177.0,1.47674279574372
365,-89.0,-176.0,1.5492260132718767
366,-89.0,-175.0,1.6157312027689112
367,-89.0,-174.0,1.6764604033708974
368,-89.0,-173.0,1.7316160222981944
369,-89.0,-172.0,1.7814004630686018
370,-89.0,-171.0,1.8260157704415256
371,-89.0,-170.0,1.8656632921599319
372,-89.0,-169.0,1.9005433575033888
373,-89.0,-168.0,1.930854972614679
374,-89.0,-167.0,1.956795532515086
375,-89.0,-166.0,1.9785605496789294
376,-89.0,-165.0,1.996343398996146
377,-89.0,-164.0,2.010335078913225
378,-89.0,-163.0,2.020723988507357
379,-89.0,-162.0,2.027695720215621
380,-89.0,-161.0,2.031432867911536
381,-89.0,-160.0,2.0321148499942354
382,-89.0,-159.0,2.0299177471312335
383,-89.0,-158.0,2.02501415427426
384,-89.0,-157.0,2.0175730465486725
385,-89.0,-156.0,2.0077596586004915
386,-89.0,-155.0,1.9957353769710433
387,-89.0,-154.0,1.9816576450574088
388,-89.0,-153.0,1.9656798802074023
389,-89.0,-152.0,1.947951402490206
390,-89.0,-151.0,1.9286173746784379
391,-89.0,-150.0,1.907818752973623
392,-89.0,-149.0,1.8856922480054246
393,-89.0,-148.0,1.862370295634498
394,-89.0,-147.0,1.837981037090355
395,-89.0,-146.0,1.8126483079782625
396,-89.0,-145.0,1.7864916356933214
397,-89.0,-144.0,1.7596262447850584
398,-89.0,-143.0,1.7321630698223733
399,-89.0,-142.0,1.7042087753159747
400,-89.0,-141.0,1.6758657822637555
401,-89.0,-140.0,1.647232300893755
402,-89.0,-139.0,1.618402369189109
403,-89.0,-138.0,1.5894658967899284
404,-89.0,-137.0,1.5605087138780924
405,-89.0,-136.0,1.531612624662438
406,-89.0,-135.0,1.5028554650937715
407,-89.0,-134.0,1.4743111644514
408,-89.0,-133.0,1.4460498104553312
409,-89.0,-132.0,1.4181377175711
410,-89.0,-131.0,1.3906374981869802
411,-89.0,-130.0,1.363608136356288
412,-89.0,-129.0,1.3371050638105078
413,-89.0,-128.0,1.3111802379618946
414,-89.0,-127.0,1.285882221627142
415,-89.0,-126.0,1.261256264216542
416,-89.0,-125.0,1.2373443841456875
417,-89.0,-124.0,1.2141854522393754
418,-89.0,-123.0,1.1918152759096114
419,-89.0,-122.0,1.1702666839017704
420,-89.0,-121.0,1.1495696114147893
421,-89.0,-120.0,1.1297511854129056
422,-89.0,-119.0,1.1108358099576845
423,-89.0,-118.0,1.0928452514001497
424,-89.0,-117.0,1.075798723283479
425,-89.0,-116.0,1.0597129708171145
426,-89.0,-115.0,1.0446023547931127
427,-89.0,-114.0,1.0304789348253276
428,-89.0,-113.0,1.0173525518012616
429,-89.0,-112.0,1.0052309094455072
430,-89.0,-111.0,0.994119654902231
431,-89.0,-110.0,0.9840224582525372
432,-89.0,-109.0,0.9749410908903738
433,-89.0,-108.0,0.9668755026883503
434,-89.0,-107.0,0.9598238978919174
435,-89.0,-106.0,0.9537828096874015
436,-89.0,-105.0,0.9487471733958045
437,-89.0,-104.0,0.9447103982506115
438,-89.0,-103.0,0.9416644377236617
439,-89.0,-102.0,0.9395998583687558
440,-89.0,-101.0,0.9385059071579408
441,-89.0,-100.0,0.938370577290329
442,-89.0,-99.0,0.9391806724580553
443,-89.0,-98.0,0.9409218695582666
444,-89.0,-97.0,0.9435787798442239
445,-89.0,-96.0,0.9471350085123885
446,-89.0,-95.0,0.9515732127259364
447,-89.0,-94.0,0.9568751580785404
448,-89.0,-93.0,0.9630217735052478
449,-89.0,-92.0,0.9699932046502433
450,-89.0,-91.0,0.9777688657038673
451,-89.0,-90.0,0.9863274897237064
452,-89.0,-89.0,0.9956471774568102
453,-89.0,-88.0,1.0057054446820912
454,-89.0,-87.0,1.01647926809388
455,-89.0,-86.0,1.0279451297492015
456,-89.0,-85.0,1.0400790601029235
457,-89.0,-84.0,1.052856679656225
458,-89.0,-83.0,1.0662532392450796
459,-89.0,-82.0,1.080243658996471
460,-89.0,-81.0,1.0948025659810128
461,-89.0,-80.0,1.1099043305914362
462,-89.0,-79.0,1.1255231016770846
463,-89.0,-78.0,1.1416328404651264
464,-89.0,-77.0,1.1582073532996764
465,-89.0,-76.0,1.175220323230347
466,-89.0,-75.0,1.1926453404820592
467,-89.0,-74.0,1.2104559318380943
468,-89.0,-73.0,1.228625588968497
469,-89.0,-72.0,1.2471277957359497
470,-89.0,-71.0,1.2659360545111933
471,-89.0,-70.0,1.285023911529974
472,-89.0,-69.0,1.3043649813233005
473,-89.0,-68.0,1.3239329702525973
474,-89.0,-67.0,1.343701699181007
475,-89.0,-66.0,1.3636451253118245
476,-89.0,-65.0,1.3837373632246206
477,-89.0,-64.0,1.403952705139203
478,-89.0,-63.0,1.4242656404371132
479,-89.0,-62.0,1.4446508744698574
480,-89.0,-61.0,1.4650833466825313
481,-89.0,-60.0,1.485538248080946
482,-89.0,-59.0,1.5059910380697747
483,-89.0,-58.0,1.526417460688615
484,-89.0,-57.0,1.5467935602722247
485,-89.0,-56.0,1.5670956965605425
486,-89.0,-55.0,1.5873005592833793
487,-89.0,-54.0,1.6073851822440186
488,-89.0,-53.0,1.6273269569251854
489,-89.0,-52.0,1.6471036456401542
490,-89.0,-51.0,1.6666933942509692
491,-89.0,-50.0,1.6860747444750113
492,-89.0,-49.0,1.7052266458003462
493,-89.0,-48.0,1.7241284670294954
494,-89.0,-47.0,1.7427600074704541
495,-89.0,-46.0,1.7611015077929746
496,-89.0,-45.0,1.7791336605672707
497,-89.0,-44.0,1.796837620501484
498,-89.0,-43.0,1.8141950143933676
499,-89.0,-42.0,1.8311879508107964
500,-89.0,-41.0,1.8477990295148032
501,-89.0,-40.0,1.8640113506379952
502,-89.0,-39.0,1.879808523630247
503,-89.0,-38.0,1.8951746759827037
504,-89.0,-37.0,1.9100944617401727
505,-89.0,-36.0,1.9245530698110582
506,-89.0,-35.0,1.9385362320830637
507,-89.0,-34.0,1.9520302313518874
508,-89.0,-33.0,1.9650219090692256
509,-89.0,-32.0,1.97749867291538
510,-89.0,-31.0,1.9894485042007823
511,-89.0,-30.0,2.0008599650997865
512,-89.0,-29.0,2.0117222057189985
513,-89.0,-28.0,2.022024971001475
514,-89.0,-27.0,2.031758607467023
515,-89.0,-26.0,2.040914069787839
516,-89.0,-25.0,2.0494829271976474
517,-89.0,-24.0,2.057457369731454
518,-89.0,-23.0,2.0648302142919612
519,-89.0,-22.0,2.0715949105376095
520,-89.0,-21.0,2.0777455465861268
521,-89.0,-20.0,2.083276854526403
522,-89.0,-19.0,2.08818421573037
523,-89.0,-18.0,2.0924636659555182
524,-89.0,-17.0,2.0961119002275432
525,-89.0,-16.0,2.099126277491546
526,-89.0,-15.0,2.1015048250190964
527,-89.0,-14.0,2.1032462425573493
528,-89.0,-13.0,2.104349906205405
529,-89.0,-12.0,2.1048158720018835
530,-89.0,-11.0,2.1046448792067256
531,-89.0,-10.0,2.103838353259133
532,-89.0,-9.0,2.102398408392505
533,-89.0,-8.0,2.100327849886214
534,-89.0,-7.0,2.097630175933068
535,-89.0,-6.0,2.09430957910033
536,-89.0,-5.0,2.090370947361201
537,-89.0,-4.0,2.0858198646727972
538,-89.0,-3.0,2.0806626110757405
539,-89.0,-2.0,2.074906162289681
540,-89.0,-1.0,2.0685581887783058
541,-89.0,0.0,2.0616270542565784
542,-89.0,1.0,2.0541218136124266
543,-89.0,2.0,2.046052210214359
544,-89.0,3.0,2.037428672576053
545,-89.0,4.0,2.0282623103484094
546,-89.0,5.0,2.0185649096093616
547,-89.0,6.0,2.008348927421229
548,-89.0,7.0,1.9976274856253884
549,-89.0,8.0,1.986414363843896
550,-89.0,9.0,1.9747239916576935
551,-89.0,10.0,1.9625714399312153
552,-89.0,11.0,1.9499724112534715
553,-89.0,12.0,1.9369432294660343
554,-89.0,13.0,1.9235008282489574
555,-89.0,14.0,1.9096627387363068
556,-89.0,15.0,1.8954470761337565
557,-89.0,16.0,1.8808725253117562
558,-89.0,17.0,1.8659583253489074
559,-89.0,18.0,1.850724253001497
560,-89.0,19.0,1.835190605076571
561,-89.0,20.0,1.8193781796877286
562,-89.0,21.0,1.8033082563745113
563,-89.0,22.0,1.7870025750684926
564,-89.0,23.0,1.7704833138912146
565,-89.0,24.0,1.753773065771716
566,-89.0,25.0,1.7368948138739244
567,-89.0,26.0,1.7198719058270757
568,-89.0,27.0,1.7027280267553613
569,-89.0,28.0,1.6854871711061392
570,-89.0,29.0,1.6681736132796716
571,-89.0,30.0,1.650811877066788
572,-89.0,31.0,1.6334267039048034
573,-89.0,32.0,1.616043019966061
574,-89.0,33.0,1.5986859020975743
575,-89.0,34.0,1.581380542634718
576,-89.0,35.0,1.5641522131163978
577,-89.0,36.0,1.5470262269338932
578,-89.0,37.0,1.530027900950356
579,-89.0,38.0,1.5131825161329648
580,-89.0,39.0,1.496515277244874
581,-89.0,40.0,1.48005127164925
582,-89.0,41.0,1.4638154272830213
583,-89.0,42.0,1.4478324698632663
584,-89.0,43.0,1.432126879394752
585,-89.0,44.0,1.4167228460522727
586,-89.0,45.0,1.4016442255171886
587,-89.0,46.0,1.3869144938527629
588,-89.0,47.0,1.3725567020082863
589,-89.0,48.0,1.3585934300473657
590,-89.0,49.0,1.3450467412007743
591,-89.0,50.0,1.3319381358494016
592,-89.0,51.0,1.319288505547666
593,-89.0,52.0,1.3071180872023542
594,-89.0,53.0,1.2954464175264138
595,-89.0,54.0,1.2842922878912266
596,-89.0,55.0,1.2736736997048785
597,-89.0,56.0,1.2636078204473378
598,-89.0,57.0,1.2541109404967268
599,-89.0,58.0,1.245198430883542
600,-89.0,59.0,1.2368847021120029
601,-89.0,60.0,1.2291831641895847
602,-89.0,61.0,1.222106188007112
603,-89.0,62.0,1.2156650682126502
604,-89.0,63.0,1.2098699877226378
605,-89.0,64.0,1.204729984013462
606,-89.0,65.0,1.200252917335703
607,-89.0,66.0,1.1964454409917626
608,-89.0,67.0,1.1933129738153825
609,-89.0,68.0,1.1908596749887073
610,-89.0,69.0,1.1890884213290394
611,-89.0,70.0,1.1880007871731786
612,-89.0,71.0,1.1875970269823992
613,-89.0,72.0,1.1878760607854633
614,-89.0,73.0,1.1888354625708355
615,-89.0,74.0,1.1904714517322923
616,-89.0,75.0,1.192778887664456
617,-89.0,76.0,1.1957512675965358
618,-89.0,77.0,1.1993807277436075
619,-89.0,78.0,1.2036580478452392
620,-89.0,79.0,1.2085726591511354
621,-89.0,80.0,1.2141126559028197
622,-89.0,81.0,1.2202648103492035
623,-89.0,82.0,1.227014591322201
624,-89.0,83.0,1.2343461863865541
625,-89.0,84.0,1.2422425275655151
626,-89.0,85.0,1.2506853206313457
627,-89.0,86.0,1.2596550779365574
628,-89.0,87.0,1.2691311547485846
629,-89.0,88.0,1.2790917890373217
630,-89.0,89.0,1.2895141446514644
631,-89.0,90.0,1.3003743578062843
632,-89.0,91.0,1.311647586792095
633,-89.0,92.0,1.323308064799521
634,-89.0,93.0,1.335329155744746
635,-89.0,94.0,1.3476834129652435
636,-89.0,95.0,1.3603426406442238
637,-89.0,96.0,1.373277957810197
638,-89.0,97.0,1.3864598647466986
639,-89.0,98.0,1.3998583116364904
640,-89.0,99.0,1.413442769254442
641,-89.0,100.0,1.4271823015138885
642,-89.0,101.0,1.44104563966265
643,-89.0,102.0,1.4550012579170795
644,-89.0,103.0,1.4690174503155948
645,-89.0,104.0,1.4830624085671378
646,-89.0,105.0,1.4971043006649596
647,-89.0,106.0,1.511111350032115
648,-89.0,107.0,1.5250519149620028
649,-89.0,108.0,1.538894568115372
650,-89.0,109.0,1.5526081758342867
651,-89.0,110.0,1.5661619770337665
652,-89.0,111.0,1.5795256614330742
653,-89.0,112.0,1.59266944689098
654,-89.0,113.0,1.6055641556127578
655,-89.0,114.0,1.6181812890011482
656,-89.0,115.0,1.630493100929008
657,-89.0,116.0,1.6424726692178937
658,-89.0,117.0,1.6540939651142585
659,-89.0,118.0,1.6653319205633683
660,-89.0,119.0,1.6761624930902213
661,-89.0,120.0,1.6865627281069193
662,-89.0,121.0,1.6965108184766808
663,-89.0,122.0,1.705986161176258
664,-89.0,123.0,1.7149694109106508
665,-89.0,124.0,1.723442530546735
666,-89.0,125.0,1.731388838245606
667,-89.0,126.0,1.7387930511870289
668,-89.0,127.0,1.7456413257933694
669,-89.0,128.0,1.7519212943745013
670,-89.0,129.0,1.7576220981296065
671,-89.0,130.0,1.7627344164562269
672,-89.0,131.0,1.7672504925313754
673,-89.0,132.0,1.7711641551439592
674,-89.0,133.0,1.774470836772046
675,-89.0,134.0,1.777167587912544
676,-89.0,135.0,1.7792530876846588
677,-89.0,136.0,1.7807276507419687
678,-89.0,137.0,1.7815932305409234
679,-89.0,138.0,1.781853419026137
680,-89.0,139.0,1.7815134428048855
681,-89.0,140.0,1.780580155894645
682,-89.0,141.0,1.7790620291382933
683,-89.0,142.0,1.7769691363917473
684,-89.0,143.0,1.7743131375982617
685,-89.0,144.0,1.7711072588722543
686,-89.0,145.0,1.767366269723499
687,-89.0,146.0,1.7631064575596327
688,-89.0,147.0,1.7583455996112778
